File Name,Width,Height,Sampling,Used Memory,Result
FILE0419.jpg,720,409,[4:4:4],1824,0
FILE0420.jpg,720,409,[4:4:4],1868,0
FILE0421.jpg,720,409,[4:4:4],1900,0
FILE0422.jpg,720,409,[4:4:4],1836,0
FILE0423.jpg,720,409,[4:2:0],2420,0
FILE0424.jpg,720,409,[4:2:0],2392,0
FILE0425.jpg,720,409,[4:2:0],2432,0
FILE0426.jpg,720,409,[4:2:0],2388,0
FILE0427.jpg,720,409,[4:4:4],1844,0
FILE0428.jpg,720,409,[4:2:0],2444,0
FILE0429.jpg,720,409,[4:4:4],1864,0
FILE0430.jpg,720,409,[4:2:0],2408,0
FILE0431.jpg,720,409,[4:4:4],1888,0
FILE0432.jpg,720,409,[4:4:4],1880,0
FILE0433.jpg,720,409,[4:4:4],1920,0
FILE0434.jpg,720,409,[4:4:4],1884,0
FILE0435.jpg,720,409,[4:4:4],1948,0
FILE0436.jpg,720,409,[4:4:4],1912,0
FILE0437.jpg,720,409,[4:4:4],1868,0
FILE0438.jpg,720,409,[4:4:4],1884,0
FILE0439.jpg,720,409,[4:4:4],1916,0
FILE0440.jpg,720,409,[4:4:4],1912,0
FILE0441.jpg,720,409,[4:4:4],1884,0
FILE0442.jpg,720,409,[4:4:4],1844,0
FILE0443.jpg,720,409,[4:4:4],1896,0
FILE0444.jpg,720,409,[4:4:4],1900,0
FILE0445.jpg,720,409,[4:4:4],1884,0
FILE0446.jpg,720,409,[4:4:4],1876,0
FILE0447.jpg,720,409,[4:4:4],1888,0
FILE0448.jpg,720,409,[4:4:4],1904,0
FILE0449.jpg,720,409,[4:4:4],1908,0
FILE0450.jpg,720,409,[4:4:4],1876,0
FILE0451.jpg,720,409,[4:4:4],1900,0
FILE0452.jpg,720,409,[4:4:4],1840,0
FILE0453.jpg,720,409,[4:4:4],1856,0
FILE0454.jpg,720,409,[4:4:4],1864,0
FILE0455.jpg,720,409,[4:4:4],1852,0
FILE0456.jpg,720,409,[4:4:4],1840,0
FILE0457.jpg,720,409,[4:2:0],3096,0
FILE0458.jpg,720,405,[4:4:4],1896,0
FILE0459.jpg,720,405,[4:4:4],1848,0
FILE0460.jpg,750,541,[4:4:4],1884,0
FILE0461.jpg,1280,640,[4:4:4],1980,0
FILE0462.jpg,1280,640,[4:4:4],1940,0
FILE0463.jpg,975,375,[4:4:4],1804,0
FILE0464.jpg,975,375,[4:4:4],1812,0
FILE0465.jpg,975,375,[4:4:4],1812,0
FILE0466.jpg,975,375,[4:4:4],1828,0
FILE0467.jpg,975,375,[4:4:4],1836,0
FILE0468.jpg,975,375,[4:4:4],1840,0
FILE0469.jpg,975,375,[4:4:4],1852,0
FILE0470.jpg,975,375,[4:2:0],2380,0
FILE0471.jpg,975,375,[4:4:4],1808,0
FILE0472.jpg,975,375,[4:2:0],2388,0
FILE0473.jpg,975,375,[4:4:4],1808,0
FILE0474.jpg,975,375,[4:4:4],1852,0
FILE0475.jpg,975,375,[4:4:4],1804,0
FILE0476.jpg,975,375,[4:4:4],1812,0
FILE0477.jpg,975,375,[4:4:4],1820,0
FILE0478.jpg,975,375,[4:4:4],1860,0
FILE0479.jpg,975,375,[4:4:4],1852,0
FILE0480.jpg,975,375,[4:4:4],1836,0
FILE0481.jpg,975,375,[4:4:4],1792,0
FILE0482.jpg,975,375,[4:4:4],1828,0
FILE0483.jpg,975,375,[4:2:0],2360,0
FILE0484.jpg,975,375,[4:4:4],1836,0
FILE0485.jpg,975,375,[4:4:4],1792,0
FILE0486.jpg,975,375,[4:4:4],1800,0
FILE0487.jpg,975,375,[4:4:4],1828,0
FILE0488.jpg,975,375,[4:4:4],2584,0
FILE0489.jpg,600,750,[4:4:4],2584,0
FILE0490.jpg,512,400,[4:2:0],2432,0
FILE0491.jpg,1024,768,[4:2:0],2420,0
FILE0492.jpg,473,589,[4:4:4],1940,0
FILE0493.jpg,720,409,[4:4:4],1880,0
FILE0494.jpg,362,500,[4:2:0],2328,0
FILE0495.jpg,640,400,[4:4:4],1900,0
FILE0496.jpg,400,476,[4:2:0],3096,0
FILE0497.jpg,230,342,[4:4:4],2584,0
FILE0498.jpg,500,600,[4:4:4],2584,0
FILE0499.jpg,389,540,[4:2:0],3096,0
FILE0500.jpg,450,600,[4:4:4],2584,0
FILE0501.jpg,512,640,[4:4:4],2584,0
FILE0502.jpg,243,447,[4:4:4],2584,0
FILE0503.jpg,368,450,[4:4:4],1812,0
FILE0504.jpg,480,352,[4:4:4],1832,0
FILE0505.jpg,347,450,[4:4:4],1780,0
FILE0506.jpg,354,450,[4:4:4],1820,0
FILE0507.jpg,400,589,[4:4:4],1856,0
FILE0508.jpg,350,480,[4:4:4],1896,0
FILE0509.jpg,359,480,[4:4:4],1836,0
FILE0510.jpg,512,384,[4:4:4],2584,0
FILE0511.jpg,640,480,[4:4:4],2584,0
FILE0512.jpg,400,400,[4:2:0],3096,0
FILE0513.jpg,800,800,[4:2:0],3096,0
FILE0514.jpg,395,270,[4:4:4],2584,0
FILE0515.jpg,543,861,[4:2:0],3096,0
FILE0516.jpg,557,876,[4:2:0],3096,0
FILE0517.jpg,600,700,[4:2:0],3096,0
FILE0518.jpg,571,399,[4:4:4],2584,0
FILE0519.jpg,478,541,[4:4:4],2584,0
FILE0520.jpg,455,600,[4:4:4],2584,0
FILE0521.jpg,481,354,[4:4:4],2584,0
FILE0522.jpg,376,541,[4:2:0],3096,0
FILE0523.jpg,340,505,[4:4:4],2584,0
FILE0524.jpg,1024,768,[4:4:4],2584,0
FILE0525.jpg,800,600,[4:4:4],2584,0
FILE0526.jpg,750,541,[4:4:4],1884,0
FILE0527.jpg,750,541,[4:4:4],1864,0
FILE0528.jpg,750,541,[4:4:4],1868,0
FILE0529.jpg,1280,640,[4:4:4],1868,0
FILE0530.jpg,1800,900,[4:4:4],2584,0
FILE0531.jpg,1600,800,[4:4:4],1904,0
FILE0532.jpg,1280,640,[4:4:4],1888,0
FILE0533.jpg,1600,800,[4:4:4],1908,0
FILE0534.jpg,1600,800,[4:4:4],1964,0
FILE0535.jpg,1600,800,[4:4:4],1864,0
FILE0536.jpg,1800,900,[4:4:4],2584,0
FILE0537.jpg,270,450,[4:4:4],2584,0
FILE0538.jpg,1600,800,[4:4:4],1904,0
FILE0539.jpg,1280,640,[4:4:4],1888,0
FILE0540.jpg,1600,800,[4:4:4],1908,0
FILE0541.jpg,2048,1024,[4:2:0],2432,0
